Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1965","1965","°c","-0.088","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1966","1966","°c","-0.029","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1967","1967","°c","-0.254","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1968","1968","°c","0.132","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1969","1969","°c","0.178","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1970","1970","°c","0.038","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1971","1971","°c","-0.258","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1972","1972","°c","0.511","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1973","1973","°c","0.382","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1974","1974","°c","-0.323","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1975","1975","°c","-0.137","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1976","1976","°c","0.104","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1977","1977","°c","0.341","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1978","1978","°c","0.043","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1979","1979","°c","0.375","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1980","1980","°c","0.405","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1981","1981","°c","0.001","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1982","1982","°c","0.476","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1983","1983","°c","0.542","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1984","1984","°c","0.522","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1985","1985","°c","0.132","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1986","1986","°c","0.337","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1987","1987","°c","0.957","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1988","1988","°c","0.301","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1989","1989","°c","0.557","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1990","1990","°c","0.601","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1991","1991","°c","0.45","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1992","1992","°c","0.206","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1993","1993","°c","0.589","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1994","1994","°c","0.386","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1995","1995","°c","0.816","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1996","1996","°c","0.583","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1997","1997","°c","1.111","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1998","1998","°c","0.891","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","1999","1999","°c","0.362","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2000","2000","°c","0.666","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2001","2001","°c","0.815","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2002","2002","°c","1.151","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2003","2003","°c","0.935","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2004","2004","°c","0.613","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2005","2005","°c","1.015","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2006","2006","°c","0.733","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2007","2007","°c","0.938","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2008","2008","°c","0.998","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2009","2009","°c","1.033","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2010","2010","°c","1.048","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2011","2011","°c","1.082","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2012","2012","°c","0.682","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2013","2013","°c","0.938","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2014","2014","°c","1.024","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2015","2015","°c","1.352","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2016","2016","°c","1.293","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2017","2017","°c","1.456","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2018","2018","°c","1.288","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2019","2019","°c","1.318","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2020","2020","°c","1.187","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2021","2021","°c","1.516","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2022","2022","°c","1.187","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7009","September","2023","2023","°c","1.743","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1961","1961","°c","-0.312","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1962","1962","°c","0.278","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1963","1963","°c","0.129","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1964","1964","°c","-0.476","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1965","1965","°c","-0.206","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1966","1966","°c","0.163","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1967","1967","°c","-0.258","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1968","1968","°c","0.009","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1969","1969","°c","0.075","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1970","1970","°c","-0.154","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1971","1971","°c","-0.373","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1972","1972","°c","0.481","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1973","1973","°c","0.301","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1974","1974","°c","-0.106","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1975","1975","°c","-0.344","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1976","1976","°c","0.027","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1977","1977","°c","0.131","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1978","1978","°c","0.006","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1979","1979","°c","0.64","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1980","1980","°c","0.473","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1981","1981","°c","0.531","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1982","1982","°c","0.114","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1983","1983","°c","0.028","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1984","1984","°c","0.494","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1985","1985","°c","0.228","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1986","1986","°c","0.121","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1987","1987","°c","0.552","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1988","1988","°c","0.161","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1989","1989","°c","0.186","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1990","1990","°c","0.9","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1991","1991","°c","0.16","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1992","1992","°c","0.463","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1993","1993","°c","0.807","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1994","1994","°c","0.291","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1995","1995","°c","0.579","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1996","1996","°c","0.286","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1997","1997","°c","0.746","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1998","1998","°c","0.704","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","1999","1999","°c","0.353","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2000","2000","°c","0.197","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2001","2001","°c","0.786","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2002","2002","°c","0.655","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2003","2003","°c","1.428","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2004","2004","°c","1.206","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2005","2005","°c","1.031","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2006","2006","°c","1.071","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2007","2007","°c","0.865","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2008","2008","°c","0.856","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2009","2009","°c","1.037","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2010","2010","°c","1.385","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2011","2011","°c","0.584","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2012","2012","°c","1.244","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2013","2013","°c","0.845","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2014","2014","°c","0.897","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2015","2015","°c","1.946","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2016","2016","°c","1.797","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2017","2017","°c","1.016","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2018","2018","°c","1.157","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2019","2019","°c","1.278","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2020","2020","°c","1.401","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2021","2021","°c","1.25","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2022","2022","°c","1.159","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7010","October","2023","2023","°c","1.963","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1961","1961","°c","-0.148","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1962","1962","°c","0.523","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1963","1963","°c","0.007","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1964","1964","°c","-0.472","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1965","1965","°c","-0.243","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1966","1966","°c","0.197","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1967","1967","°c","-0.325","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1968","1968","°c","-0.005","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1969","1969","°c","0.389","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1970","1970","°c","-0.071","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1971","1971","°c","-0.498","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1972","1972","°c","-0.186","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1973","1973","°c","-0.304","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1974","1974","°c","-0.346","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1975","1975","°c","-0.22","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1976","1976","°c","-0.197","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1977","1977","°c","0.022","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1978","1978","°c","-0.461","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1979","1979","°c","0.307","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1980","1980","°c","0.473","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1981","1981","°c","-0.064","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1982","1982","°c","-0.589","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1983","1983","°c","0.724","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1984","1984","°c","0.154","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1985","1985","°c","0.778","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1986","1986","°c","-0.144","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1987","1987","°c","0.885","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1988","1988","°c","0.084","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1989","1989","°c","0.587","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1990","1990","°c","1.14","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1991","1991","°c","0.206","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1992","1992","°c","-0.099","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1993","1993","°c","0.838","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1994","1994","°c","0.288","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1995","1995","°c","0.485","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1996","1996","°c","0.203","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1997","1997","°c","0.89","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1998","1998","°c","0.623","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","1999","1999","°c","0.652","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2000","2000","°c","0.612","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2001","2001","°c","0.619","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2002","2002","°c","0.72","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2003","2003","°c","1.194","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2004","2004","°c","0.997","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2005","2005","°c","1.032","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2006","2006","°c","0.35","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2007","2007","°c","0.799","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2008","2008","°c","0.768","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2009","2009","°c","0.67","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2010","2010","°c","1.47","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2011","2011","°c","0.531","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2012","2012","°c","1.504","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2013","2013","°c","1.07","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2014","2014","°c","1.053","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2015","2015","°c","1.103","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2016","2016","°c","1.741","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2017","2017","°c","0.769","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2018","2018","°c","1.294","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2019","2019","°c","1.685","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2020","2020","°c","0.988","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2021","2021","°c","1.833","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2022","2022","°c","0.888","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7011","November","2023","2023","°c","1.904","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1961","1961","°c","-0.397","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1962","1962","°c","0.167","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1963","1963","°c","0.389","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1964","1964","°c","-0.226","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1965","1965","°c","-0.19","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1966","1966","°c","-0.056","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1967","1967","°c","-0.286","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1968","1968","°c","0.349","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1969","1969","°c","0.301","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1970","1970","°c","-0.322","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1971","1971","°c","-0.451","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1972","1972","°c","0.338","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1973","1973","°c","-0.27","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1974","1974","°c","-0.657","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1975","1975","°c","-0.001","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1976","1976","°c","0.578","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1977","1977","°c","0.077","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1978","1978","°c","0.553","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1979","1979","°c","-0.118","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1980","1980","°c","-0.24","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1981","1981","°c","0.836","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1982","1982","°c","-0.187","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1983","1983","°c","0.219","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1984","1984","°c","-0.102","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1985","1985","°c","0.05","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1986","1986","°c","-0.46","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1987","1987","°c","1.118","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1988","1988","°c","-0.467","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1989","1989","°c","0.711","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1990","1990","°c","1.061","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1991","1991","°c","-0.47","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1992","1992","°c","0.26","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1993","1993","°c","0.693","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1994","1994","°c","-0.034","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1995","1995","°c","0.717","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1996","1996","°c","0.71","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1997","1997","°c","0.715","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1998","1998","°c","0.425","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","1999","1999","°c","0.308","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2000","2000","°c","0.466","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2001","2001","°c","1.049","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2002","2002","°c","1.011","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2003","2003","°c","0.7","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2004","2004","°c","0.987","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2005","2005","°c","1.271","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2006","2006","°c","0.12","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2007","2007","°c","0.527","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2008","2008","°c","1.037","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2009","2009","°c","1.517","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2010","2010","°c","1.151","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2011","2011","°c","0.143","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2012","2012","°c","0.782","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2013","2013","°c","0.566","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2014","2014","°c","0.797","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2015","2015","°c","0.557","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2016","2016","°c","1.451","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2017","2017","°c","0.978","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2018","2018","°c","0.979","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2019","2019","°c","1.253","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2020","2020","°c","1.599","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2021","2021","°c","1.302","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2022","2022","°c","1.472","E","Estimated value"
"ET","Temperature change on land","002","Africa","7271","Temperature change","7012","December","2023","2023","°c","1.493","E","Estimated value"
